"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072006","nephron development","34/2445","146/23210",6.67672323291628e-06,0.000104909974975692,6.45009816234732e-05,"Tcf21/Ptch1/Myc/Hey1/Mtss1/Bmp4/Angpt2/Tacstd2/Tek/Gata3/Angpt1/Pdgfrb/Irx3/Jag1/Gdnf/Aqp11/Osr1/Ahr/Basp1/Cd44/Lama5/Ptpro/Gpc3/Fgf2/Prom1/Wnk4/Mpv17/Pdgfd/Lif/Smo/Fat4/Klf15/Plce1/Mef2c",34
"GO:0045123","cellular extravasation","20/2445","65/23210",6.85179150991767e-06,0.000107101509887492,6.58483859394685e-05,"Ptger4/Icam1/Cxcl12/Itga1/Tnf/Cx3cl1/Adam8/Spn/Plvap/Cd99l2/Pdgfd/Thy1/Ccl25/Ccl5/Itgb7/Cx3cr1/Crk/Pawr/Ccr2/Selp",20
"GO:0150076","neuroinflammatory response","20/2445","65/23210",6.85179150991767e-06,0.000107101509887492,6.58483859394685e-05,"Ptgs2/Tlr2/Sphk1/Tlr4/Lrrk2/Nupr1/Mmp8/Tnf/Adcy8/Cx3cl1/Egfr/Snca/Tlr6/Il33/Ldlr/Nr1d1/Adora2a/Nampt/Cx3cr1/Smo",20
"GO:0033209","tumor necrosis factor-mediated signaling pathway","19/2445","60/23210",7.24281332703291e-06,0.00011233935484639,6.90687293007053e-05,"Casp4/Krt8/Ptpn2/Krt18/Nfkbia/F2rl1/Sphk1/Rffl/Nol3/Ripk1/Rela/H2bc21/Tnf/Stat1/Spata2/Actn4/Apoa1/Traf2/Plvap",19
"GO:0070098","chemokine-mediated signaling pathway","19/2445","60/23210",7.24281332703291e-06,0.00011233935484639,6.90687293007053e-05,"Ccl17/Slit2/Cxcl12/Ccr1/Cxcl5/Ackr3/Cx3cl1/Slit3/Ccl12/Cxcl17/Cxcl10/Ccl25/Ccl5/Cxcl1/Ccl9/Ccl3/Thpo/Tff2/Rbm15",19
"GO:0032609","interferon-gamma production","30/2445","122/23210",7.24288296450639e-06,0.00011233935484639,6.90687293007053e-05,"Bcl3/Arid5a/Gadd45g/F2rl1/Cebpg/Tlr4/Abl2/Rnf19b/Gata3/Tnf/Il20rb/Tnfsf9/Zc3h12a/Ptpn22/Klrk1/Slamf6/Wnt5a/Sh2d1b1/Lgals9/Spn/Il33/Cd14/Irf8/Txk/Cd2/Cd274/Hspd1/Ccr2/Klre1/Il18rap",30
"GO:0010596","negative regulation of endothelial cell migration","17/2445","50/23210",7.45490975836237e-06,0.000115215015864777,7.08367495346749e-05,"Meox2/Thbs1/Nr2f2/Acvrl1/Angpt2/Slit2/Dll4/Stc1/Fgf2/Patz1/Klf4/Rgcc/Adamts9/Mmrn2/Spred1/Mef2c/Pik3r2",17
"GO:0002833","positive regulation of response to biotic stimulus","18/2445","55/23210",7.46657630230357e-06,0.000115215015864777,7.08367495346749e-05,"Pvr/F2rl1/Optn/Tlr2/Trim15/Bmp6/Mapk3/Klrk1/Lgals9/Ly86/Ankrd17/Cxcl1/Nectin2/Tbk1/Cd180/Cd274/Hspd1/Ddx60",18
"GO:0045137","development of primary sexual characteristics","45/2445","218/23210",7.64548654305058e-06,0.0001176740102713,7.23485938856449e-05,"Tcf21/Gnrh1/Ptger4/Serpine1/Bmp4/Nup210l/Rec8/Gja1/Tiparp/Kit/Icam1/Eif2s2/Esr2/Gata3/Nupr1/Angpt1/Lfng/Ar/Arrb1/Inhba/Fgf7/Kdr/Lrp2/Osr1/Ahr/Ago4/Cebpb/Sfrp2/Dach1/Wnt5a/Ermp1/Itgav/Abcb1a/Adrm1/Patz1/Fzd4/Arid5b/Bcl2l1/Map7/Rdh10/Sirt1/Bmpr1b/Sox3/Cftr/Tgfbr1",45
"GO:0045601","regulation of endothelial cell differentiation","14/2445","36/23210",8.00011318108147e-06,0.000122818064091195,7.55112723724526e-05,"Tmem100/Id1/Cldn5/Acvrl1/Bmp4/Rock2/Atoh8/Zeb1/Tnf/Jag1/Bmp6/Ceacam1/Apold1/Tgfbr1",14
"GO:0044403","symbiont process","63/2445","343/23210",8.10570198880399e-06,0.000124122428927792,7.63132248309791e-05,"Myc/F2rl1/Rock2/Tlr2/Etf1/Tnip1/Rsad2/Kpna2/Thoc6/Icam1/Gucy1a1/Irgm2/Pml/Gbp7/Zfp809/Ripk1/Chd1/Cxcl5/Hyal2/Gapdh/Tnf/Gbp2/Trim15/Hsp90ab1/Ctdp1/Stat1/Tfap4/Vps37b/Vapa/Zc3h12a/Ltf/Ceacam1/Ddx3x/Eif3a/Trim25/Nbn/Larp1/Srpk1/Pdcd6ip/Itgav/Oas1c/Eea1/Dcaf1/Hspa8/Oas1g/Zfp36/Gbp9/Fn1/Bcl2l1/Gbp3/Ccl5/Chia1/Vcp/Cxcl1/Nectin2/Oasl2/Mir24-2/Hspd1/Apobec3/Tcp1/Mid2/Bicd1/Cnot7",63
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","23/2445","82/23210",8.22295525507154e-06,0.000125598336865534,7.72206457963571e-05,"Plk3/Gclc/Hspa1a/Trib1/Rnf19a/Rnf144a/Smad7/Lrrk2/Rnf19b/Prickle1/Mdm2/Arih2/Trib3/Trib2/Herpud1/Arih1/Zfand2a/Rnf144b/Il33/Fam122a/Dnajb2/Vcp/Socs5",23
"GO:0009991","response to extracellular stimulus","71/2445","401/23210",8.40186595993515e-06,0.000127900924406069,7.86363277338743e-05,"Atf3/Snai2/Atf4/Adrb1/Cdkn1a/Pdk4/Asns/Prkcg/Fosl1/Sesn2/Slc25a25/Noct/Ppargc1a/Fam107a/Cckar/Lrrk2/Bcl10/Ddit3/Adora2b/Slc2a1/Nfe2l2/P2rx7/Mapt/Srf/Slc22a3/F7/Eif2s1/Adrb3/Bmp6/Inhbb/Angptl4/Stat1/Appl2/Sipa1/Pdk2/Zc3h12a/Mapk3/Hspa5/Pik3c2b/Pim1/Sfrp2/Postn/Ppan/Gdf15/Bcas3/Rmi1/Seh1l/Hfe/Larp1/Eif4ebp1/Fas/Ldlr/Ada/Rbp1/Pik3c2a/Zfp36/Foxk1/Foxa2/Ldha/Bckdhb/Rps6kb1/Slc8a1/Sod2/Sirt1/Rasgrp4/Ptprc/Rrp8/Trpc3/Alb/Aacs/Cpeb4",71
"GO:0045927","positive regulation of growth","58/2445","308/23210",8.41621237367952e-06,0.000127900924406069,7.86363277338743e-05,"Tnfrsf12a/Hlx/Sh3pxd2b/Adrb1/Tbx2/Ptger4/Wnt2/Hbegf/Serpine1/Nrg1/Edn1/Slc25a33/Hyal1/Fgfr2/Hey2/Sphk1/Nrp1/Cxcl12/Ezr/Picalm/Cxcl16/Twf2/Wnt3a/Cdkn2aip/Mapt/Srf/Ghr/Ino80/Smurf1/Tbx5/Usp47/Acsl4/Ahr/Syt17/Ndel1/Pim1/Sfrp2/Ddx3x/Egfr/Cdkl5/Plaa/Eif4g2/Fgf2/Fam122a/Ppm1f/Fn1/Lpar3/Nedd4l/Prkdc/Rps6kb1/Smo/Fgfr1op/Crk/Sirt1/Bcl11a/Mef2c/Nr3c1/Tgfbr1",58
"GO:0072503","cellular divalent inorganic cation homeostasis","84/2445","497/23210",8.50772932941069e-06,0.000128966033008548,7.92911801481601e-05,"Mt2/Mt1/Adra1a/Atf4/Adrb1/Ptger4/Atp1a2/Npy1r/Adm/Glp1r/Edn1/Bmp4/Tmem178/F2rl1/Atp1b1/Ednrb/Tpcn2/Slc39a14/Bnip3/Gja1/Aplnr/Ccrl2/Cckar/Ddit3/Pml/Abl2/Ccr1/Nol3/P2rx7/Bdkrb1/Ackr3/Ednra/Cd52/Adcy8/Atp13a3/Cmklr1/Plcb2/Slc35g1/Kdr/Slc30a4/Micu2/P2ry2/Herpud1/Cx3cl1/Mcu/Snca/Gsto1/Wnt5a/Stc1/Calca/Itgav/Cxcl17/Cxcl10/Gstm7/Fgf2/Stc2/Atp13a2/Thy1/Ackr2/Kcnk3/Lpar3/Ms4a1/Ccl5/Cx3cr1/Cxcl1/Trpc6/Cxcr5/Ero1l/Fpr1/Fasl/Camk2d/Ccl3/Cd19/Slc8a1/S1pr1/Ackr4/Ptprc/Pawr/Ccr2/Trpc3/Plce1/Fxyd1/Cxcr2/Slc25a23",84
"GO:0035690","cellular response to drug","68/2445","380/23210",8.98698282575431e-06,0.000135888599611531,8.3547327777113e-05,"Thbs1/Atf4/Hmox1/Myc/Anxa1/Mylk/Serpine1/Tnfaip3/Bmp4/Nr4a3/Rock2/Nqo1/Bnip3/Sphk1/Mir30c-2/Fancb/Klf9/Lrrk2/Slit2/Nfe2l2/Nol3/Ripk1/Rap2a/Rela/Pdgfrb/Tnf/Ankrd1/Adcy8/Gdnf/Kdm6b/Fdx1/Ppp1r14a/Kdr/Tfap4/Hoxa1/Rnf4/Mir181b-1/Zc3h12a/Mapk3/Ahr/Ptpn22/Il6/Traf2/Larp1/Eif4ebp1/Fabp1/Oser1/Trp53inp1/Gstm7/Cdk4/Ppm1f/Cdk5r1/Mir100/Lypd1/Trpc6/Rnf149/Hgf/Rps6kb1/Crk/Slc8a1/Sirt1/Ddit4/Pawr/Mef2c/Nr3c1/Mir196a-2/Cftr/Mir20a",68
"GO:0055002","striated muscle cell development","41/2445","193/23210",9.21759862334052e-06,0.000139026337130986,8.54764784620549e-05,"Tbx3/Rcan1/Adra1a/Adrb1/Krt8/Krt19/Lox/Edn1/Bmp4/Hey2/Cfl2/Pdlim5/Pdgfrb/Srf/Acta1/Wnt10b/Ctdp1/Tmod1/Pgm5/Tmod2/Myh10/Uchl1/Actg1/Rgs2/Fhl2/Ptcd2/Mybpc3/Homer1/Popdc2/Hdac4/Lmna/Map2k4/Camk2d/Smo/Slc8a1/Sirt1/Flnc/Mef2c/Ankrd23/Wdr1/Nr3c1",41
"GO:0050688","regulation of defense response to virus","22/2445","77/23210",9.27678056992605e-06,0.000139569163674537,8.5810220271816e-05,"Pml/Treml4/Il15/Trim15/Nploc4/Stat1/Zc3h12a/Ptpn22/Parp9/Spn/Fgl2/Cd37/Ankrd17/Ccl5/Mill2/Rnf26/Ddx60/Gbp4/Apobec3/Cgas/Tspan6/Tmem173",22
"GO:0002707","negative regulation of lymphocyte mediated immunity","16/2445","46/23210",9.87995757866081e-06,0.000147875591355005,9.09171964130143e-05,"Clec2d/Clec12b/Smad7/Klrb1b/Il20rb/Ceacam1/Sh2d1b1/Lgals9/Hfe/Spn/Il7r/Crk/Ptprc/Muc4/Klre1/Tap1",16
"GO:0032757","positive regulation of interleukin-8 production","16/2445","46/23210",9.87995757866081e-06,0.000147875591355005,9.09171964130143e-05,"Ptger4/Serpine1/F2rl1/Tlr2/Tlr4/Bcl10/Ddit3/Ripk1/Myd88/Hyal2/Tnf/Wnt5a/Tlr5/Afap1l2/Cd14/Cd2",16
"GO:0043536","positive regulation of blood vessel endothelial cell migration","18/2445","56/23210",9.92582241571499e-06,0.000147875591355005,9.09171964130143e-05,"Ptgs2/Thbs1/Hmox1/Anxa1/Fgfbp1/Srpx2/Nrp1/Nfe2l2/Map2k3/Angpt1/Kdr/Fgf18/Hdac7/Fgf2/Pik3c2a/Hif1a/Ets1/Sirt1",18
"GO:0045778","positive regulation of ossification","26/2445","100/23210",9.92717495969129e-06,0.000147875591355005,9.09171964130143e-05,"Zbtb16/Ptger4/Hey1/Bmp4/Sox11/Cebpd/Scube2/P2rx7/Jund/Fgfr3/Jag1/Bmp6/Wnt10b/Suco/Osr1/Ltf/Cebpb/Sfrp2/Il6/Wnt5a/Calca/Fgf2/Lmna/Slc8a1/Mef2c/Bmpr1b",26
"GO:0014812","muscle cell migration","27/2445","106/23210",1.01935631265324e-05,0.00015146879727277,9.31263791806662e-05,"F3/Myc/Ptger4/Anxa1/Trib1/Serpine1/Nr4a3/Ppargc1a/Slit2/Nfe2l2/Sema6d/Pdgfrb/Dock4/Vtn/Mdm2/Akirin1/P2ry2/Nox4/Postn/Pdgfd/Hdac4/Ccl5/Rps6kb1/Camk2d/Smo/Crk/Mef2c",27
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","28/2445","112/23210",1.03251460688735e-05,0.000152670095927471,9.38649642624864e-05,"Snai2/Epha2/Hmox1/Myc/Cdkn1a/Bcl3/Steap3/Cxcl12/Pml/Nupr1/Aen/Ackr3/Tnf/Mcl1/Usp47/Cd44/Snai1/Htra2/Mbd4/Ier3/Bcl2l1/March7/Prkdc/Sod2/Sirt1/Skil/Ddit4/Fnip2",28
"GO:0031398","positive regulation of protein ubiquitination","28/2445","112/23210",1.03251460688735e-05,0.000152670095927471,9.38649642624864e-05,"Birc3/Trib1/Sept4/Fam107a/Sphk1/Smad7/Lrrk2/Bcl10/Rassf1/Angpt1/Cry1/Prickle1/Fgfr3/Arrb1/Nmi/Senp2/Trib3/Trib2/Hspa5/Ptpn22/Phf23/Fbxo4/Cblb/Arrdc3/Dnajb2/March7/Ube2s/Dcun1d3",28
"GO:0030308","negative regulation of cell growth","41/2445","194/23210",1.05147527311651e-05,0.000155092602784685,9.53543752581149e-05,"Cdkn1a/Sesn2/Osgin1/Acvrl1/Hyal1/Gja1/Nrp1/Slit2/Pml/Sema6d/Hyal2/Wnt3a/Bdkrb1/Cdkn2aip/Sertad1/Inhba/Cth/Ctdp1/Cdkn2c/Rgma/Sema6a/Sox17/Sema6b/Sfrp2/Ddx3x/Slit3/Wnt5a/Sema3g/Rgs2/Prdm4/Smarca2/Gas1/Dnajb2/Cdk5r1/Zc3h12d/Sema3c/Dcun1d3/Sirt1/Bcl11a/Arhgap4/Tnk1",41
"GO:0008406","gonad development","44/2445","214/23210",1.06574261496056e-05,0.000156812690876104,9.64119236027889e-05,"Tcf21/Gnrh1/Ptger4/Serpine1/Bmp4/Nup210l/Rec8/Gja1/Tiparp/Kit/Icam1/Eif2s2/Esr2/Gata3/Nupr1/Angpt1/Lfng/Ar/Arrb1/Inhba/Fgf7/Kdr/Lrp2/Osr1/Ahr/Ago4/Cebpb/Sfrp2/Wnt5a/Ermp1/Itgav/Abcb1a/Adrm1/Patz1/Fzd4/Arid5b/Bcl2l1/Map7/Rdh10/Sirt1/Bmpr1b/Sox3/Cftr/Tgfbr1",44
"GO:1904035","regulation of epithelial cell apoptotic process","24/2445","89/23210",1.10370003934397e-05,0.00016200163016517,9.96021986725043e-05,"Thbs1/Hmox1/Serpine1/Tnfaip3/Bmp4/Ramp2/Tek/Ecscr/Ppargc1a/Icam1/Abl2/Tnip2/Nfe2l2/Gata3/Nupr1/Angpt1/Tnf/Eif2s1/Angptl4/Kdr/Ccl12/Zfp36/Rgcc/Fasl",24
"GO:0006940","regulation of smooth muscle contraction","20/2445","67/23210",1.13930892037031e-05,0.000166821437537433,0.000102565523245015,"Ptgs2/Adra1a/Adrb1/Ptger4/Atp1a2/Edn1/Sphk1/Kit/Gucy1a1/Adora2b/Calcrl/Srf/Dock4/Rgs2/Calca/Ada/Adra2a/Arhgap42/Chrnb4/Pawr",20
"GO:0002456","T cell mediated immunity","32/2445","137/23210",1.15184809864809e-05,0.000168171959316393,0.000103395854016393,"Pvr/Arid5a/H2-T24/Rsad2/Icam1/Smad7/Myo1g/Treml4/Gata3/P2rx7/Jag1/Il20rb/H2-T10/Nlrp3/Il6/Malt1/Traf2/Hfe/Spn/Cd8a/Il7r/Hspa8/Ctsh/Ephb6/Nectin2/Mill2/Hspd1/Ptprc/Ccr2/Dpp4/Muc4/Il18rap",32
"GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","43/2445","208/23210",1.15873048656831e-05,0.000168171959316393,0.000103395854016393,"Plk3/Gclc/Foxf2/Hspa1a/Prkcg/Trib1/Ecscr/Rnf19a/Rnf144a/Smad7/Lrrk2/Pml/Rnf19b/Efna1/Nupr1/Ube2g2/Csnk2a2/Prickle1/Epha4/Mdm2/Wnt10b/Arih2/Hsp90ab1/Smurf1/Trib3/Trib2/Rpl11/Herpud1/Usp7/Arih1/Zfand2a/Hfe/Rnf144b/Il33/Fam122a/Dnajb2/Rad23b/March7/Vcp/Senp1/Uchl5/Usp14/Socs5",43
"GO:1903708","positive regulation of hemopoiesis","43/2445","208/23210",1.15873048656831e-05,0.000168171959316393,0.000103395854016393,"Hlx/Flt3l/Zbtb16/Hoxa5/Anxa1/Trib1/Stat3/Ccr1/Ripk1/Gata3/Il15/Hsp90aa1/Tnf/Cd101/Jag1/Inhba/Stat1/Tnfsf9/Nlrp3/Il6/Malt1/Adam8/Lgals9/Fam210b/Il7r/Il2rg/Ada/Hif1a/Ccl5/Shb/Lif/Ets1/Cxcl1/Nfkbiz/Itpkb/Ccl3/Myb/Thpo/Ptprc/Ccr2/Il4ra/Socs5/Irf1",43
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","14/2445","37/23210",1.16250473704918e-05,0.000168171959316393,0.000103395854016393,"Tnfaip3/Nfkbia/Tlr4/Irgm2/Rela/Trim15/Nploc4/Ptpn22/Alpk1/Ankrd17/Ddx60/Ifih1/Tspan6/Tmem173",14
"GO:0042092","type 2 immune response","14/2445","37/23210",1.16250473704918e-05,0.000168171959316393,0.000103395854016393,"Hlx/Anxa1/Bcl3/Arg2/Rsad2/Gata3/Nlrp3/Il6/Batf/Il33/Ccr2/Il4ra/Socs5/Irf1",14
"GO:0050711","negative regulation of interleukin-1 secretion","8/2445","13/23210",1.18491553920859e-05,0.000171002918823916,0.000105136390769108,"Ptger4/Tnfaip3/Il1r2/Pml/Zc3h12a/Nlrp3/Cptp/Apoa1",8
"GO:0002706","regulation of lymphocyte mediated immunity","41/2445","195/23210",1.1978152119979e-05,0.000172451003488118,0.000106026705368235,"Clec2d/Pvr/Arid5a/Clec12b/H2-T24/Rsad2/Smad7/Gata3/P2rx7/Tnf/Klrb1b/Il20rb/H2-T10/Mir181b-1/Klrk1/Nlrp3/Ceacam1/Il6/Malt1/Slamf6/Sh2d1b1/Lgals9/Fcer1g/Traf2/Hfe/Spn/Il7r/Hspa8/Nectin2/Lag3/Mill2/Crk/Hspd1/Fcer2a/Ptprc/Ccr2/Dpp4/Muc4/Klre1/Il18rap/Tap1",41
"GO:0110110","positive regulation of animal organ morphogenesis","26/2445","101/23210",1.20420980560029e-05,0.000172707470769147,0.000106184387146202,"Fgfr4/Gata5/Myc/Wnt2/Tnfaip3/Edn1/Bmp4/Fgfr2/Pml/B4galt1/Gata3/Wnt3a/Ednra/Jag1/Ar/Gdnf/Fgf7/Pim1/Robo2/Fgf2/Lif/Sema3c/Spry1/Smo/Cd34/Tgfbr1",26
"GO:0035265","organ growth","44/2445","215/23210",1.20533628652445e-05,0.000172707470769147,0.000106184387146202,"Hlx/Thbs1/Adra1a/Adrb1/Tbx2/Wnt2/Edn1/Stk4/Meis1/Fgfr2/Hey2/Gja1/Ripk1/Ccm2l/Kcnk2/Pdlim5/Pdgfrb/Ar/Fgf7/Evc/Ctdp1/Tbx5/Kdr/Ahr/Bnc2/Ptpn11/Pim1/Spry2/Col12a1/Rgs2/Heg1/Flvcr1/Stc1/Lepr/Fgf2/Map7/Map2k4/Camk2d/Smo/S1pr1/Sirt1/Mef2c/Nr3c1/Tgfbr1",44
"GO:0045619","regulation of lymphocyte differentiation","39/2445","182/23210",1.21772765441411e-05,0.00017406852789226,0.00010702119528105,"Hlx/Flt3l/Zbtb16/Anxa1/Ptpn2/Bmp4/Smad7/Zeb1/Gata3/Il15/Hsp90aa1/Tnfsf9/Zc3h12a/Nlrp3/Il6/Malt1/Adam8/Lgals9/Cd44/Fas/Fgl2/Card11/Il7r/Il2rg/Adrm1/Ada/Shb/Nfkbiz/Itpkb/Nfam1/Lag3/Myb/Zfp36l2/Ptprc/Ccr2/Il4ra/H2-Oa/Socs5/Irf1",39
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","29/2445","119/23210",1.23067508548261e-05,0.000175502432806501,0.00010790279185511,"F3/Casp4/Myc/Tnfsf10/Bcl10/Pml/Ppp2ca/Wnt3a/Tnf/Arrb1/Stat1/Tfap4/S100a8/Ccn2/Cycs/Nlrp3/Ddx3x/Malt1/Snca/Fas/Htra2/S100a9/Ppm1f/Vcp/Senp1/Fasl/Hspd1/Sirt1/Cradd",29
"GO:0014911","positive regulation of smooth muscle cell migration","19/2445","62/23210",1.23364355799908e-05,0.000175509856549373,0.000107907356137035,"F3/Myc/Ptger4/Nr4a3/Sema6d/Pdgfrb/Dock4/Vtn/Mdm2/P2ry2/Nox4/Postn/Pdgfd/Hdac4/Ccl5/Rps6kb1/Camk2d/Smo/Crk",19
"GO:0022612","gland morphogenesis","34/2445","150/23210",1.23971101835316e-05,0.000175957096897389,0.000108182329431761,"Areg/Tbx3/Snai2/Epha2/Ptch1/Tbx2/Tnfaip3/Bmp4/Gli2/Fgfr2/Plxnd1/Nrp1/Slit2/Esr2/Pml/B4galt1/Wnt3a/Tnf/Ar/Fgf7/Etv5/Nfib/Tnc/Elf3/Cebpb/Ceacam1/Il6/Egfr/Wnt5a/Cd44/Lama5/Sema3c/Hgf/Nr3c1",34
"GO:0046677","response to antibiotic","57/2445","305/23210",1.26585596885001e-05,0.000179245205189161,0.000110203931405765,"Gnrh1/Id1/Hmox1/Anxa1/Scn3a/Tnfaip3/Nr4a3/Hyal1/Nqo1/Bnip3/Sphk1/Tlr4/Mir30c-2/Slc1a3/Lrrk2/Nfe2l2/Nol3/Ripk1/Rela/Pdgfrb/Hpgd/Adcy8/Kdm6b/Mdm2/Fdx1/Alpl/Hoxa1/Kpna4/Mir181b-1/Zc3h12a/Slc4a1/Ahr/Gk/Ciita/Il6/Vkorc1/Larp1/Ppp1r15b/Fabp1/Oser1/Trp53inp1/Mir100/Hif1a/Bcl2l1/Ets1/Trpc6/Hgf/Crk/Sod2/Sirt1/Cdo1/Pawr/Mef2c/Mir196a-2/Aacs/Cftr/Mir20a",57
"GO:0003151","outflow tract morphogenesis","23/2445","84/23210",1.27206494521126e-05,0.000179701569020689,0.000110484514020696,"Smad6/Tbx3/Thbs1/Tbx2/Hey1/Npy1r/Bmp4/Sox11/Fgfr2/Hey2/Plxnd1/Nrp1/Jag1/Dhrs3/Lrp2/Sox17/Sfrp2/Wnt5a/Robo2/Hif1a/Sema3c/Mef2c/Dvl3",23
"GO:0046636","negative regulation of alpha-beta T cell activation","15/2445","42/23210",1.29256867334108e-05,0.000181795957002638,0.00011177219024755,"Hlx/Anxa1/Arg2/Smad7/Zc3h12a/Lgals9/Hfe/Cd44/Cblb/Btla/Adora2a/Cd274/Il4ra/Socs5/Irf1",15
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","40/2445","189/23210",1.29293236286356e-05,0.000181795957002638,0.00011177219024755,"Hlx/Anxa1/Pvr/Arid5a/Tnfaip3/H2-T24/Rsad2/Smad7/Prkcq/Gata3/P2rx7/Tnf/Il20rb/H2-T10/Mir181b-1/Zc3h12a/Nlrp3/Il6/Malt1/Fcer1g/Traf2/Hfe/Spn/Il33/Il7r/Ada/Hspa8/Nectin2/Nfkbiz/Cd274/Hspd1/Fcer2a/Ptprc/Ccr2/Il4ra/Mef2c/Dpp4/Muc4/Socs5/Irf1",40
"GO:0003170","heart valve development","18/2445","57/23210",1.30869049276694e-05,0.000182821205542531,0.000112402535810463,"Smad6/Gata5/Hey1/Bmp4/Hey2/Slit2/Gata3/Efna1/Jag1/Mdm2/Tbx5/Sox4/Slit3/Robo2/Scx/Erg/Adamts9/Mef2c",18
"GO:0010463","mesenchymal cell proliferation","18/2445","57/23210",1.30869049276694e-05,0.000182821205542531,0.000112402535810463,"Myc/Wnt2/Bmp4/Foxf1/Fgfr2/Zeb1/Irs2/Syne1/Fgf7/Nfib/Kdr/Osr1/Wnt5a/Gas1/Gpc3/Lmna/Smo/Fat4",18
"GO:0017038","protein import","43/2445","209/23210",1.31237555324648e-05,0.000182821205542531,0.000112402535810463,"Ptgs2/Cdkn1a/Bmp4/Stat3/Grpel2/Nfkbia/Tek/Gpihbp1/Kpna2/Nup98/Lrrk2/Pml/Ppp2ca/Prkcq/Angpt1/Hyal2/Nup54/Kpna1/Hsp90aa1/Pex10/Prickle1/Timm23/Tmco6/Rpain/Lrp2/Appl2/Kpna4/Zc3h12a/Ranbp2/Ipo4/Ptpn22/Ipo7/Fam53c/Chchd4/Hspa8/Lmna/Smo/Hspd1/Gbp4/Hspa4/Pom121/Txnip/Pik3r2",43
"GO:0019722","calcium-mediated signaling","43/2445","209/23210",1.31237555324648e-05,0.000182821205542531,0.000112402535810463,"Tmem100/Rcan1/Nrg1/Edn1/Tox3/Ncald/Atp1b1/Ednrb/Tpcn2/Sphk1/Ccrl2/Lrrk2/Cacna1d/Irgm2/Ccr1/Ackr3/Mapt/Tnf/Cmklr1/Kdr/Pdk2/Mcu/Ceacam1/Lmcd1/Gsto1/Fhl2/Cd8a/Gstm7/Ada/Ackr2/Hdac4/Lat2/Cx3cr1/Cxcr5/Slc8a1/Tff2/Ackr4/Ptprc/Ccr2/Cd22/Cdh13/Cxcr2/Selp",43
"GO:0010876","lipid localization","66/2445","370/23210",1.34392900610222e-05,0.000186481413869313,0.000114652913146636,"Slco1c1/Thbs1/Ptch1/Map2k6/Anxa1/Slc10a6/Ptpn2/Edn1/Spns2/Nfkbia/Gpihbp1/Eprs/Abca17/Osbpl2/Lcat/Mfsd2a/P2rx7/Irs2/Cry1/Tnf/Bmp6/Inhba/Sqle/Slco1b2/Pla2r1/Atp10d/Hdlbp/Osbpl6/P2ry2/Zc3h12a/Acsl4/Ptpn11/Abca8a/Atp8b1/Cptp/Apoa1/Itgav/Abca2/Fabp1/Osbpl11/Ldlr/Abca9/Abcb1a/Pon1/Fitm2/Fzd4/Gltp/Ttc39b/Selenom/Abca4/Slc27a2/Gramd1b/Rps6kb1/Prelid2/Dgat1/Sirt1/Apoc1/Pitpnc1/Gulp1/Plin2/Apoa4/Scp2/Cftr/Atp10b/Alkbh7/Mest",66
"GO:0006874","cellular calcium ion homeostasis","80/2445","473/23210",1.34484768393622e-05,0.000186481413869313,0.000114652913146636,"Adra1a/Atf4/Adrb1/Ptger4/Atp1a2/Npy1r/Adm/Glp1r/Edn1/Bmp4/Tmem178/F2rl1/Atp1b1/Ednrb/Tpcn2/Bnip3/Gja1/Aplnr/Ccrl2/Cckar/Ddit3/Pml/Abl2/Ccr1/Nol3/P2rx7/Bdkrb1/Ackr3/Ednra/Cd52/Adcy8/Atp13a3/Cmklr1/Plcb2/Slc35g1/Kdr/Micu2/P2ry2/Herpud1/Cx3cl1/Mcu/Snca/Gsto1/Wnt5a/Stc1/Calca/Itgav/Cxcl17/Cxcl10/Gstm7/Fgf2/Stc2/Atp13a2/Thy1/Ackr2/Kcnk3/Lpar3/Ms4a1/Ccl5/Cx3cr1/Cxcl1/Trpc6/Cxcr5/Ero1l/Fpr1/Fasl/Camk2d/Ccl3/Cd19/Slc8a1/S1pr1/Ackr4/Ptprc/Pawr/Ccr2/Trpc3/Plce1/Fxyd1/Cxcr2/Slc25a23",80
"GO:0032481","positive regulation of type I interferon production","17/2445","52/23210",1.35273276109082e-05,0.000186714352207444,0.000114796128808166,"Tlr2/Polr3d/Tlr4/Myd88/Dhx33/Trim15/Stat1/Ptpn22/Ptpn11/Irf7/Cd14/Tbk1/Hspd1/Ifih1/Cgas/Irf1/Tmem173",17
"GO:0061614","pri-miRNA transcription by RNA polymerase II","17/2445","52/23210",1.35273276109082e-05,0.000186714352207444,0.000114796128808166,"Smad6/Fosl1/Apln/Bmp4/Stat3/Gnl3/Atoh8/Rela/Klf5/Srf/Nfib/Klf4/Hif1a/Hdac4/Ets1/Nr3c1/Tgfbr1",17
